Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","1975","1975","ha","620000","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","1976","1976","ha","600000","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","1977","1977","ha","600000","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","1978","1978","ha","600000","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","1979","1979","ha","550000","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","1980","1980","ha","280000","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","1981","1981","ha","460000","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","1982","1982","ha","440000","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","1983","1983","ha","450000","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","1984","1984","ha","300000","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","1985","1985","ha","480000","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","1986","1986","ha","480000","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","1987","1987","ha","510000","T","Unofficial figure"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","1988","1988","ha","748000","T","Unofficial figure"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","1989","1989","ha","710000","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","1990","1990","ha","690000","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","1991","1991","ha","700000","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","1992","1992","ha","815908","I","Imputed value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","1993","1993","ha","600000","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","1994","1994","ha","700000","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","1995","1995","ha","650000","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","1996","1996","ha","56000","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","1997","1997","ha","53294","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","1998","1998","ha","74715","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","1999","1999","ha","74643","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","2000","2000","ha","54518","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","2001","2001","ha","75654","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","2002","2002","ha","79351","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","2003","2003","ha","80112","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","2004","2004","ha","102671","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","2005","2005","ha","62000","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","2006","2006","ha","48479","I","Imputed value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","2007","2007","ha","66000","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","2008","2008","ha","76000","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","2009","2009","ha","80000","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","2010","2010","ha","85141","I","Imputed value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","2011","2011","ha","102766","I","Imputed value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","2012","2012","ha","148447","I","Imputed value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","2013","2013","ha","171739","I","Imputed value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","2014","2014","ha","187404","I","Imputed value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","2015","2015","ha","228230","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","2016","2016","ha","195791","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","2017","2017","ha","203808","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","2018","2018","ha","199223","I","Imputed value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","2019","2019","ha","193883","I","Imputed value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","2020","2020","ha","198972","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01709.90","Other pulses n.e.c.","2021","2021","ha","197359","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1961","1961","hg/ha","4151","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1962","1962","hg/ha","4151","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1963","1963","hg/ha","4206","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1964","1964","hg/ha","4206","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1965","1965","hg/ha","4259","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1966","1966","hg/ha","4273","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1967","1967","hg/ha","4273","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1968","1968","hg/ha","4554","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1969","1969","hg/ha","4775","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1970","1970","hg/ha","4732","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1971","1971","hg/ha","4655","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1972","1972","hg/ha","4839","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1973","1973","hg/ha","4597","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1974","1974","hg/ha","4435","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1975","1975","hg/ha","5000","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1976","1976","hg/ha","4833","I","Imputed value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1977","1977","hg/ha","4733","I","Imputed value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1978","1978","hg/ha","4567","I","Imputed value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1979","1979","hg/ha","4255","I","Imputed value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1980","1980","hg/ha","4307","I","Imputed value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1981","1981","hg/ha","4343","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1982","1982","hg/ha","6545","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1983","1983","hg/ha","8311","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1984","1984","hg/ha","4500","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1985","1985","hg/ha","3694","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1986","1986","hg/ha","6750","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1987","1987","hg/ha","4076","T","Unofficial figure"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1988","1988","hg/ha","3249","T","Unofficial figure"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1989","1989","hg/ha","3613","I","Imputed value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1990","1990","hg/ha","3052","I","Imputed value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1991","1991","hg/ha","2700","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1992","1992","hg/ha","2636","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1993","1993","hg/ha","1875","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1994","1994","hg/ha","3626","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1995","1995","hg/ha","3351","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1996","1996","hg/ha","2893","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1997","1997","hg/ha","2055","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1998","1998","hg/ha","2450","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","1999","1999","hg/ha","4399","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","2000","2000","hg/ha","3383","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","2001","2001","hg/ha","3551","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","2002","2002","hg/ha","4639","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","2003","2003","hg/ha","3996","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","2004","2004","hg/ha","2545","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","2005","2005","hg/ha","2320","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","2006","2006","hg/ha","2991","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","2007","2007","hg/ha","2348","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","2008","2008","hg/ha","2303","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","2009","2009","hg/ha","2313","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","2010","2010","hg/ha","3120","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","2011","2011","hg/ha","3282","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","2012","2012","hg/ha","3705","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","2013","2013","hg/ha","3977","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","2014","2014","hg/ha","4699","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","2015","2015","hg/ha","6757","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","2016","2016","hg/ha","5288","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","2017","2017","hg/ha","5656","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","2018","2018","hg/ha","6241","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","2019","2019","hg/ha","5900","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","2020","2020","hg/ha","5931","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5419","Yield","01709.90","Other pulses n.e.c.","2021","2021","hg/ha","6025","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1961","1961","tonnes","220000","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1962","1962","tonnes","220000","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1963","1963","tonnes","225000","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1964","1964","tonnes","225000","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1965","1965","tonnes","230000","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1966","1966","tonnes","235000","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1967","1967","tonnes","235000","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1968","1968","tonnes","255000","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1969","1969","tonnes","265000","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1970","1970","tonnes","265000","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1971","1971","tonnes","270000","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1972","1972","tonnes","300000","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1973","1973","tonnes","285000","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1974","1974","tonnes","275000","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1975","1975","tonnes","310000","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1976","1976","tonnes","290000","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1977","1977","tonnes","284000","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1978","1978","tonnes","274000","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1979","1979","tonnes","234000","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1980","1980","tonnes","120600","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1981","1981","tonnes","199800","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1982","1982","tonnes","288000","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1983","1983","tonnes","374000","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1984","1984","tonnes","135000","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1985","1985","tonnes","177300","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1986","1986","tonnes","324000","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1987","1987","tonnes","207900","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1988","1988","tonnes","243000","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1989","1989","tonnes","256500","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1990","1990","tonnes","210600","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1991","1991","tonnes","189000","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1992","1992","tonnes","215100","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1993","1993","tonnes","112500","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1994","1994","tonnes","253800","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1995","1995","tonnes","217800","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1996","1996","tonnes","16200","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1997","1997","tonnes","10952","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1998","1998","tonnes","18302","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","1999","1999","tonnes","32838","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","2000","2000","tonnes","18442","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","2001","2001","tonnes","26868","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","2002","2002","tonnes","36810","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","2003","2003","tonnes","32016","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","2004","2004","tonnes","26132","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","2005","2005","tonnes","14381","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","2006","2006","tonnes","14500","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","2007","2007","tonnes","15500","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","2008","2008","tonnes","17500","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","2009","2009","tonnes","18500","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","2010","2010","tonnes","26565.94","I","Imputed value"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","2011","2011","tonnes","33730.58","I","Imputed value"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","2012","2012","tonnes","54998.88","I","Imputed value"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","2013","2013","tonnes","68304.18","I","Imputed value"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","2014","2014","tonnes","88068.93","I","Imputed value"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","2015","2015","tonnes","154225","A","Official figure"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","2016","2016","tonnes","103532.71","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","2017","2017","tonnes","115275.55","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","2018","2018","tonnes","124344.42","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","2019","2019","tonnes","114384.22","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","2020","2020","tonnes","118001.4","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","2021","2021","tonnes","118910.01","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","1961","1961","ha","1500","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","1962","1962","ha","1500","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","1963","1963","ha","1500","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","1964","1964","ha","1500","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","1965","1965","ha","1500","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","1966","1966","ha","1500","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","1967","1967","ha","1500","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","1968","1968","ha","1500","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","1969","1969","ha","1500","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","1970","1970","ha","1500","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","1971","1971","ha","1500","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","1972","1972","ha","1500","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","1973","1973","ha","1500","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","1974","1974","ha","1500","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","1975","1975","ha","1500","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","1976","1976","ha","1500","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","1977","1977","ha","1500","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","1978","1978","ha","1500","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","1979","1979","ha","1500","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","1980","1980","ha","1500","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","1981","1981","ha","1500","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","1982","1982","ha","1500","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","1983","1983","ha","1500","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","1984","1984","ha","1500","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","1985","1985","ha","1500","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","1986","1986","ha","1500","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","1987","1987","ha","1500","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","1988","1988","ha","1500","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","1989","1989","ha","1500","E","Estimated value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","1990","1990","ha","1524","I","Imputed value"
"QCL","Crops and livestock products","404","Kenya","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","1991","1991","ha","1540","I","Imputed value"
